Key,Tier,Item Type,Publication Year,Author,Publication Title,DOI,Title,Abstract Note,Country of Origin,Geographic Scope,Geographic Scope - Note,Time Scope - Start Date,Time Scope - End Date,Time Scope - Non-consecutive?,Time Scope - Note,duration,Data Size - Number,Subset?,Subset - Note,Interval Size,Data Source Type,Data Source,Topic 1,Topic 2,Topic 3,Topic 4,Topic_Group,Methodological Themes - Method,Minor - Method,Application Theme - Purpose,Minor - Purpose
P95T2R6Z,1,journalArticle,2013,"Albert, Adrian; Rajagopal, Ram",IEEE Transactions on Power Systems,10.1109/TPWRS.2013.2266122,Smart meter driven segmentation: What your consumption says about you,"With the rollout of smart metering infrastructure at scale, demand-response (DR) programsmay now be tailored based on users' consumption patterns as mined from sensed data. For issuing DR events it is key to understand the inter-temporal consumption dynamics as to appropriately segment the user population. We propose to infer occupancy states from consumption time series data using a hidden Markov model framework. Occupancy is characterized in this model by 1) magnitude, 2) duration, and 3) variability. We show that users may be grouped according to their consumption patterns into groups that exhibit qualitatively different dynamics that may be exploited for program enrollment purposes. We investigate empirically the information that residential energy consumers' temporal energy demand patterns characterized by these three dimensions may convey about their demographic, household, and appliance stock characteristics. Our analysis shows that temporal patterns in the user's consumption data can predictwith good accuracy certain user characteristics. We use this framework to argue that there is a large degree of individual predictability in user consumption at a population level. ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2013 IEEE.",United States,Company,Google employee,3/1/2010,10/31/2010,No,,245,1100,No,,10-min,Smart Meter,ARPA-E,Customer Identification and Grouping,,,,Customer Identification,Customer Segmentation/Identification,Grouping Customers by Electricity Behavior (Clustering),Consumer Behavior,Customer Segmentation
CYQ5EA4G,2,journalArticle,2015,"Kuusela, P.; Norros, I.; Weiss, R.; Sorasalmi, T.",Energy and Buildings,10.1016/j.enbuild.2015.09.008,Practical lognormal framework for household energy consumption modeling,"Substantial variability of household energy consumption is essential to recognize. In particular the variability occurs towards large magnitudes. This work focuses on modeling the distribution of household annual energy consumptions and promoting a practical modeling framework resulting to explicit models. Lognormal distributions describe well energy consumption of households that do not use electricity for heating. We model at city district level how consumption distributions depend on district housing characteristics. At individual household level, the joint distribution of the annual electricity consumption and key household characteristic (number of persons, floor area, number of bedrooms), is well approximated by multivariate lognormal distributions. This work utilizes numerous data sources: household annual electricity consumption data for city districts, city summary data on housing and people, data on sold apartments, and Irish Automatic Meter Reading (AMR) data with test survey information. We also demonstrate a process for adjusting the models when data relating individual household energy consumption with other characteristics are not available. ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2015 Elsevier B.V. All rights reserved.",Ireland,Nation,,7/1/2009,12/31/2010,No,,549,4232,Yes,580,30-min,Program/Project,CERCBT,Consumption Behavior (Building Characteristics),Consumption Behavior (Socioeconomical Characteristics),Energy System Modeling,,Understanding Residential Behavior,Understanding Residential Stock and Behaviors,Load patterns - Building Stock,Consumer Behavior,Load patterns - Building Stock
DZGQTX83,2,journalArticle,2016,"Chin, H.; Tanaka, K.; Abe, R.",International Journal of Smart Grid and Clean Energy,,Household electricity load disaggregation based on low-resolution smart meter data,"The Japanese government is proceeding to have the electricity companies to install smart meters in residential sectors. Although power companies are installing smart meters in residential areas, electricity data analysis methods for smart meters are not developed in Japan enough. This research shows an analysis method of electricity disaggregation on low-resolution smart meter data to reveal the point of energy saving for the residents. Specifically, we provided that three kinds of disaggregation methods for the disaggregation of Low-resolution data. 1) Two-states-disaggregation, which can separate the active and the inactive state. 2) Three-states-disaggregation, which can separate the load for active, mid-active and inactive states, which can reveal the life pattern specifically. 3) Temperature-sensitive load disaggregation that can separate the total load and temperature-sensitive load. Finally, we also demonstrated an example of how to take advantage of the disaggregation that helps the users to analyse and enhance energy saving.",Japan,City,Tokyo,1/1/2013,12/31/2013,No,,365,75,No,,30-min,Smart Meter,Not Specified,Load Disaggregation,,,,Understanding Residential Behavior,Understanding Residential Stock and Behaviors,Load patterns - Meteorology,Physical Infrastructure,Appliance Identification and Use Patterns
EEXDNY84,1,journalArticle,2013,"Laicane, I.; Blumberga, A.; Rosa, M.; Blumberga, D.",Agronomy Research,,Assessment of changes in households' electricity consumption,"The purpose of this research is based on a literature review analysis mainly based on the evaluation of the effectiveness from the smart metering implementation as a behavioural feedback on the consumer daily lives and their motivations on reducing energy consumption. A feasibility analysis of the improved household monitoring system with integrated smart meters and assessment of changes in residential electricity consumption were performed. In this study, an initial assessment of the pilot project for smart meters installation were conducted; the preparation of the questionnaire survey for involvement of households in the pilot project were described; a literature review on the factors effecting users' behaviour were conducted; and based on this literature review an assessment of household electricity consumption and CO2 emission savings were provided. This research serves as a basis for further research to explore factors influencing the user behaviour and to make analysis on electricity consumption reduction in households, as well as the further development of smart metering in Latvia.",Latvia,Nation,,1/1/2013,12/31/2018,No,,2191,500,No,,1-year,Program/Project,Not Specified,Metering System,,,,Utility Operation Optimization,Evaluation of New Technologies,Appliances - Smart Meter,Physical Infrastructure,Evaluation of New Technologies
FDD6JFVD,1,journalArticle,2014,"Kwac, Jungsuk; Flora, June; Rajagopal, Ram",IEEE Transactions on Smart Grid,10.1109/TSG.2013.2278477,Household energy consumption segmentation using hourly data,"The increasing US deployment of residential advanced metering infrastructure (AMI) has made hourly energy consumption data widely available. Using CA smart meter data, we investigate a household electricity segmentation methodology that uses an encoding system with a pre-processed load shape dictionary. Structured approaches using features derived from the encoded data drive five sample program and policy relevant energy lifestyle segmentation strategies. We also ensure that the methodologies developed scale to large data sets. ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2010-2012 IEEE.",United States,State,California,4/1/2008,10/31/2011,No,,1309,218090,No,,1-hour,Utility Company,PG&E,Customer Identification and Grouping,,,,Customer Identification,Customer Segmentation/Identification,Grouping Customers by Electricity Behavior (Clustering),Utility Operations and benefits,Short term load forecasting
TNCW96IU,2,journalArticle,2014,"Chaouch, Mohamed",IEEE Transactions on Smart Grid,10.1109/TSG.2013.2277171,Clustering-based improvement of nonparametric functional time series forecasting: Application to intra-day household-level load curves,"Energy suppliers are facing ever increasing competition, so that factors like quality and continuity of offered services must be properly taken into account. Furthermore, in the last few years, many countries are interested in renewable energies such as solar and wind. Renewable energy resources are mainly used for environmental and economic reasons such as reducing the carbon emission. It might also be used to reinforce the electric network especially during high peak periods. However, the injection of such energy resources in the low-voltage (LV) network can leads to high voltage constrains. To overcome this issue, one can motivate customers to use thermal or electric storage devices during high-production periods of PV to foster the integration of renewable energy generation into the network. In this paper, we are interested in forecasting household-level electricity demand which represents a key factor to assure the balance supply/demand in the LV network. A novel methodology able to improve short term functional time series forecasts has been introduced. An application to the Irish smart meter data set showed the performance of the proposed methodology to forecast the intra-day household level load curves. ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2010-2012 IEEE.",Ireland,Nation,,7/14/2009,12/31/2010,No,,536,2000,No,,30-min,Program/Project,CERCBT,Customer Identification and Grouping,Short Term Load Forecasting,,,Load Forecasting,Customer Segmentation/Identification,Grouping Customers by Electricity Behavior,Utility Operations and benefits,Short term load forecasting
CIHCBN9K,2,journalArticle,2015,"Kavousian, Amir; Rajagopal, Ram; Fischer, Martin",Energy and Buildings,10.1016/j.enbuild.2015.03.052,Ranking appliance energy efficiency in households: Utilizing smart meter data and energy efficiency frontiers to estimate and identify the determinants of appliance energy efficiency in residential buildings,"This paper offers a novel method to rank residential appliance energy efficiency utilizing energy efficiency frontiers. The method is validated using a real-world case study of 4231 buildings in Ireland. Our results show that structural factors have the largest impact on energy efficiency, followed by socioeconomic factors and behavioral factors. For example, households with high penetration of efficient lightbulbs and double-glazed windows were on average 4 and 3.5% more efficient than others. Households with the head of household having higher education are on average 1.3% more efficient than their peers. Finally, households that track their energy savings are on average 0.4% more efficient than others. Furthermore, installing heater timers, wall insulation, and living in owned residences were correlated with higher efficiency. Generally, families with kids who have full-time employment and are highly-educated are more efficient compared to families with no kids, or families with retirees or unemployed members. This result has important implications for both targeting and messaging of energy efficiency programs. Some behavioral factors demonstrated significant impact on appliance energy efficiency. For instance, households that expressed interest in making major energy-saving lifestyle changes scored higher efficiency ranks on average. Conversely, households that expressed doubt about their motivation to save energy ranked lower in efficiency. This finding validates the role of educational programs to increase awareness about energy efficiency and its importance. In short, our results show that a data-driven analysis of a population is needed to develop a balanced view of the drivers of energy efficiency, and to devise a targeted approach to improve homes' energy efficiency. ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2015 Elsevier B.V. All rights reserved.",Ireland,Nation,,7/20/2009,12/26/2010,No,,525,4231,No,,30-min,Program/Project,CERCBT,Energy Efficiency,Consumption Behavior (Socioeconomical Characteristics),,,Evaluation of Household Physical Infrastructure,Understanding Residential Stock and Behaviors,Appliance Identification,Consumer Behavior,Load patterns - Socioeconomic Factors
VNHY9J8Q,1,journalArticle,2015,"Poghosyan, Anush; Greetham, Danica VukadinoviÃƒÆ’Ã¢â‚¬Å¾ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¡; Haben, Stephen; Lee, Tamsin",Applied Energy,10.1016/j.apenergy.2015.02.069,Long term individual load forecast under different electrical vehicles uptake scenarios,"More and more households are purchasing electric vehicles (EVs), and this will continue as we move towards a low carbon future. There are various projections as to the rate of EV uptake, but all predict an increase over the next ten years. Charging these EVs will produce one of the biggest loads on the low voltage network. To manage the network, we must not only take into account the number of EVs taken up, but where on the network they are charging, and at what time. To simulate the impact on the network from high, medium and low EV uptake (as outlined by the UK government), we present an agent-based model. We initialise the model to assign an EV to a household based on either random distribution or social influences - that is, a neighbour of an EV owner is more likely to also purchase an EV. Additionally, we examine the effect of peak behaviour on the network when charging is at day-time, night-time, or a mix of both. The model is implemented on a neighbourhood in south-east England using smart meter data (half hourly electricity readings) and real life charging patterns from an EV trial. Our results indicate that social influence can increase the peak demand on a local level (street or feeder), meaning that medium EV uptake can create higher peak demand than currently expected. ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2015 Elsevier Ltd.",UK,Town,Bracknell,,,Yes,"chosen 5 days (Monday, August 9, 2013; Wednesday, August 14, 2013; Wednesday, December 25, 2013; Tuesday, January 7, 2014; Saturday, January 18, 2014)",5,75,No,,30-min,Program/Project,TVV,Electric Vehicle,Long Term Load Forecasting,,,Load Forecasting,Evaluation of New Technologies,Appliances - EV,Physical Infrastructure,Evaluation of New Technologies
LSBG4E3K,1,journalArticle,2015,"Hsiao, Yu-Hsiang",IEEE Transactions on Industrial Informatics,10.1109/TII.2014.2363584,Household Electricity Demand Forecast Based on Context Information and User Daily Schedule Analysis From Meter Data,"The very short-term load forecasting (VSTLF) problem is of particular interest for use in smart grid and automated demand response applications. An effective solution for VSTLF can facilitate real-time electricity deployment and improve its quality. In this paper, a novel approach to model the very short-term load of individual households based on context information and daily schedule pattern analysis is proposed. Several daily behavior pattern types were obtained by analyzing the time series of daily electricity consumption, and context features from various sources were collected and used to establish a rule set for use in anticipating the likely behavior pattern type of a specific day. Meanwhile, an electricity consumption volume prediction model was developed for each behavior pattern type to predict the load at a specific time point in a day. This study was concerned with solving the VSTLF for individual households in Taiwan. The proposed approach obtained an average mean absolute percentage error (MAPE) of 3.23% and 2.44% for forecasting individual household load and aggregation load 30-min ahead, respectively, which is more favorable than other methods.",Taiwan,City,"Hsinchu, Taipei",10/31/2010,3/1/2012,No,,488,771,Yes,213,15-min,Smart Meter,Not Specified,Short Term Load Forecasting,Customer Identification and Grouping,,,Load Forecasting,Customer Segmentation/Identification,Grouping Customers by Electricity Behavior (Clustering),Utility Operations and benefits,Short term load forecasting
3ZXVGMR3,1,journalArticle,2014,"Dyson, Mark E.H.; Borgeson, Samuel D.; Tabone, Michaelangelo D.; Callaway, Duncan S.",Energy Policy,10.1016/j.enpol.2014.05.053,"Using smart meter data to estimate demand response potential, with application to solar energy integration","This paper presents a new method for estimating the demand response potential of residential air conditioning (A/C), using hourly electricity consumption data (""smart meter"" data) from 30,000 customer accounts in Northern California. We apply linear regression and unsupervised classification methods to hourly, whole-home consumption and outdoor air temperature data to determine the hours, if any, that each home[U+05F3]s A/C is active, and the temperature dependence of consumption when it is active. When results from our sample are scaled up to the total population, we find a maximum of 270-360. MW (95% c.i.) of demand response potential over a 1-h duration with a 4. ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â°F setpoint change, and up to 3.2-3.8. GW of short-term curtailment potential. The estimated resource correlates well with the evening decline of solar production on hot, summer afternoons, suggesting that demand response could potentially act as reserves for the grid during these periods in the near future with expected higher adoption rates of solar energy. Additionally, the top 5% of homes in the sample represent 40% of the total MW-hours of DR resource, suggesting that policies and programs to take advantage of this resource should target these high users to maximize cost-effectiveness. ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2014 Elsevier Ltd.",United States,State,California,1/1/2011,12/31/2011,No,,365,30000,No,,1-hour,Utility Company,PG&E,Demand Response,Air Conditioning,Photovoltaics,Consumption Behavior (Temperature/Weather),Utility Operation Optimization,Understanding Residential Stock and Behaviors,Behavioral change due to Stimuli - Temperature/weather,Physical Infrastructure,Appliance Identification and Use Patterns
DEWZXU58,1,journalArticle,2016,"Gouveia, JoÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â£o Pedro; Seixas, JÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Âºlia",Energy and Buildings,10.1016/j.enbuild.2016.01.043,Unraveling electricity consumption profiles in households through clusters: Combining smart meters and door-to-door surveys,"Improvements of energy efficiency and reduction of Electricity Consumption (EC) could be pushed by increased knowledge on consumption profiles. This paper contributes to a comprehensive understanding of the EC profiles in a Southwest European city through the combination of high-resolution data from smart meters (daily electricity consumption) with door-to-door 110-question surveys for a sample of 265 households in the city of ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â°vora, in Portugal. This analysis allowed to define ten power consumption clusters using Ward's method hierarchical clustering, corresponding to four distinct types of annual consumption profiles: U shape (sharp and soft), W shape and Flat. U shape pattern is the most common one, covering 77% of the sampled households. The results show that three major groups of determinants characterize the electricity consumption segmentation: physical characteristics of a dwelling, especially year of construction and floor area; HVAC equipment and fireplaces ownership and use; and occupants' profiles (mainly number and monthly income). The combination of the daily EC data with qualitative door-to-door survey-based data proved to be a powerful data nutshell to distinguish groups of power consumers, allowing to derive insights to support DSOs, ESCOs, and retailers to design measures and instruments targeted to effective energy reduction (e.g. peak shaving, energy efficiency). ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2016 Elsevier B.V. All rights reserved.",Portugal,City,ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â°vora,1/1/2011,12/31/2014,No,,1461,265,No,,1-day,Utility Company,Portuguese DSO,Consumption Behavior (Building Characteristics),Customer Identification and Grouping,,,Understanding Residential Behavior,Understanding Residential Stock and Behaviors,Load patterns - Building Stock,Consumer Behavior,Customer Segmentation
Q8VDXBBG,1,journalArticle,2016,"Kipping, A.; TrÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¸mborg, E.",Energy and Buildings,10.1016/j.enbuild.2016.02.042,Modeling and disaggregating hourly electricity consumption in Norwegian dwellings based on smart meter data,"By area-wide implementation of smart metering, large amounts of individual electricity consumption data with a high temporal resolution become available. We use multiple regression models for hourly electricity consumption in Norwegian dwellings, based on panel data consisting of hourly smart meter data, weather data, and response data from a household survey. Two models based on daily and hourly mean values of outdoor temperature, respectively, are compared and discussed. Our results indicate that daily mean outdoor temperature - represented by heating degree day - can serve as weather-related input variable for modeling aggregate hourly electricity consumption. The regression models are further used to break down hourly electricity consumption into two components, representing modeled consumption for space heating and other electric appliances, respectively. Thus, without submetering electric heating equipment an estimate for heating energy consumption is available, and can be used for evaluating different demand side management options, e.g. fuel substitution or load control. Moreover, the models can be used for forecasting aggregate regional electricity consumption in the Norwegian household sector with a high temporal resolution, as e.g. changes in regional climatic conditions, dwelling structure, and demographic factors can be taken into account. ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2016 Elsevier B.V. All rights reserved.",Norway,Region,south-eastern Norway,8/3/2013,5/21/2014,No,,292,470,No,,1-hour,Utility Company,"Ringerikskraft Nett AS, Skagerak Nett AS",Consumption Behavior (Temperature/Weather),Heating System,Energy System Modeling,,Understanding Residential Behavior,Understanding Residential Stock and Behaviors,Behavioral change due to Stimuli - Temperature/weather,Utility Operations and benefits,Long term load planning
6DISSWDA,1,journalArticle,2014,"Gilbert, Ben; Graff Zivin, Joshua",Journal of Economic Behavior and Organization,10.1016/j.jebo.2014.03.011,Dynamic salience with intermittent billing: Evidence from smart electricity meters,"Digital tracking and the proliferation of automated payments have made intermittent billing more commonplace, and the frequency at which consumers receive price, quantity, or total expenditure signals may distort their choices. While this category of goods has expanded from household utilities, toll road access and software downloads to standard consumption goods paid by credit card or other ""bill-me-later""-type systems, we know surprisingly little about how these payment patterns affect decisions. This paper exploits hourly household electricity consumption data collected by ""smart"" electricity meters to examine dynamic consumer behavior under intermittent expenditure signals. Households reduce consumption by 0.6-1% following receipt of an electricity bill, but the response varies considerably by household type and season. Our results also suggest that spending ""reminders"" can reduce peak demand, particularly during summer months. We discuss the implications for energy policy when intermittent billing combined with inattention induces consumption cycles. ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2014 Elsevier B.V.",United States,Local Community,Escondido,4/1/2009,1/31/2010,No,,306,30000,Yes,10826,1-hour,Utility Company,SDG&E,Billing System,,,,Utility Operation Optimization,Understanding Residential Stock and Behaviors,Behavioral change due to Stimuli - Billing technology,Utility Operations and benefits,Billing Systems
